id,marka,model,buraxilish_ili,sheher,qiymet,reng,yurush,muherrik_hecmi,at_gucu,benzin_tipi,suretler_qutusu,yeni,veziyyeti,elana_baxish_sayi
8735250,Mercedes,E 240,1999,Xaçmaz,15000,Gümüşü,287000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",573
8726996,Mercedes,C 200,1997,Lənkəran,11900,Gümüşü,295000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1495
8735361,Mercedes,G 63 AMG,2014,Bakı,100300,Qara,180000,5.5,570,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1087
8054369,Mercedes,S 560 4MATIC,2018,Bakı,159800,Qara,70000,4.0,469,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3211
8228767,Mercedes,E 200,2023,Bakı,158950,Qara,0,2.0,197,Benzin,Avtomat,Bəli,"Vuruğu yoxdur, rənglənməyib",3481
8735251,Mercedes,E 230,1997,İmişli,10800,Gümüşü,500000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",490
8735279,Mercedes,C 240,1997,Şabran,10500,Qara,390008,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",187
8456147,Mercedes,GLC 200 4MATIC+ Coupe,2023,Bakı,119000,Göy,13000,2.0,197,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",320
8730045,Mercedes,E 200,1995,Sumqayıt,9900,Yaş Asfalt,231000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2772
8735274,Mercedes,C 180,1998,Bakı,8500,Göy,268000,1.8,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1261
8063058,Mercedes,E 220 d,2014,Bakı,32900,Yaş Asfalt,202167,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",595
8722554,Mercedes,C 220 d,2007,Bakı,17800,Boz,217000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1379
8735226,Mercedes,E 320,2002,Bakı,16600,Gümüşü,330000,3.2,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",654
8697255,Mercedes,E 220 d,2013,Bakı,29500,Qara,225000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",866
8735213,Mercedes,E 240,2000,Gəncə,15500,Yaşıl,256788,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1042
8735192,Mercedes,E 280,1995,Bakı,8600,Göy,390000,2.8,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",891
8133418,Mercedes,GL 63 AMG,2014,Bakı,74800,Qara,129500,5.5,557,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",633
8626253,Mercedes,S 350 d,2017,Bakı,102000,Qara,130000,3.0,249,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1477
8735079,Mercedes,G 55 AMG,2010,Xaçmaz,83300,Ağ,155000,5.4,507,Benzin,Avtomat,Xeyr,"Vuruğu var, rənglənib",455
8735141,Mercedes,CLA 45 AMG 4MATIC,2018,Bakı,83300,Qara,40000,2.0,381,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1188
8735092,Mercedes,E 230,1992,Bakı,4200,Göy,455000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",498
8713960,Mercedes,E 200,1998,Kürdəmir,10900,Qara,400000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3463
8735081,Mercedes,E 220 d,2008,Bakı,24000,Qara,310000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",321
8735122,Mercedes,E 220 d,1999,Gəncə,8300,Qara,279700,2.2,125,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1074
8735155,Mercedes,C 240,1999,Balakən,13800,Gümüşü,300000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",368
8735038,Mercedes,Atego 1823,2000,Bakı,45000,Ağ,400000,6.4,240,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",431
8735027,Mercedes,E 320,2002,Bakı,15400,Yaşıl,513634,3.2,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",333
8735032,Mercedes,GLE 53 AMG 4MATIC Coupe,2023,Bakı,207422,Qara,0,3.0,435,Benzin,Avtomat,Bəli,"Vuruğu yoxdur, rənglənməyib",564
8735013,Mercedes,E 230,1996,Bakı,8700,Boz,245673,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",454
8514117,Mercedes,E 300 e 4MATIC,2021,Bakı,93500,Ağ,66000,2.0,320,Plug-in Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",865
8589402,Mercedes,E 300 e,2022,Bakı,106250,Qara,5900,2.0,320,Plug-in Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",911
8734998,Mercedes,E 220 d,1998,Sumqayıt,12300,Boz,490000,2.2,95,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",512
8607223,Mercedes,GLE 350 4MATIC,2021,Bakı,145350,Boz,38000,3.0,272,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1322
8734995,Mercedes,CL 600,1998,Bakı,45000,Qara,190000,6.0,389,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2441
8720483,Mercedes,C 180,1994,Gəncə,7000,Ağ,375655,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6210
8734979,Mercedes,ML 350 4MATIC,2008,Bakı,20500,Qara,230000,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",267
8730612,Mercedes,E 240,2002,Bakı,14500,Gümüşü,326000,2.6,177,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1366
8734984,Mercedes,E 220 d,2006,Bakı,22000,Göy,283000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",99
8734996,Mercedes,C 180,1997,Bakı,9900,Gümüşü,250000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",246
8609849,Mercedes,Vito 109,2007,Sumqayıt,22800,Ağ,471000,2.2,150,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1279
8727637,Mercedes,Vito 115,2007,Salyan,25900,Göy,307000,2.2,150,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",690
8734948,Mercedes,ML 320 4MATIC,2006,Bakı,19500,Ağ,291000,3.0,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",435
8734933,Mercedes,Citan,2020,Sumqayıt,27500,Ağ,92000,1.5,90,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",590
8693326,Mercedes,C 240,2000,Bakı,12500,Qara,325000,2.4,171,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1724
8697293,Mercedes,Actros 1844,2010,Bakı,56500,Mavi,1330000,12.0,450,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3164
8649042,Mercedes,E 220 d,2002,Sumqayıt,12500,Gümüşü,34579,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",983
8734905,Mercedes,B 170,2006,Bakı,12300,Qara,180000,1.7,116,Benzin,Avtomat,Xeyr,"Vuruğu var, rənglənib",505
8734901,Mercedes,E 230,1992,Ağstafa,4500,Göy,400000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",335
8531129,Mercedes,E 240,2000,Lənkəran,14800,Göy,366000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",405
8734839,Mercedes,E 280,2001,Bakı,16500,Gümüşü,242000,2.8,204,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",242
8395349,Mercedes,GL 450 4MATIC,2015,Bakı,49000,Ağ,270000,3.0,333,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",251
8635040,Mercedes,E 350,2007,Sumqayıt,23900,Qara,190000,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1172
8734859,Mercedes,GLS 450 4MATIC,2021,Bakı,178500,Boz,65000,3.0,367,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",213
8734863,Mercedes,E 220 d,1991,Biləsuvar,4700,Gümüşü,120000,2.2,95,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",325
8694247,Mercedes,C 240,1999,Bakı,12300,Qara,260200,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2534
8734834,Mercedes,E 420,1994,Bakı,28500,Qara,170000,4.2,279,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2739
8734825,Mercedes,E 350,2011,Bakı,26800,Qara,200900,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",342
8559239,Mercedes,Vito 115,2007,Bakı,22200,Göy,266000,2.2,150,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",358
8734795,Mercedes,E 200,2019,Bakı,62390,Qara,78000,2.0,184,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",252
8731890,Mercedes,E 220 d,1998,Lənkəran,9800,Gümüşü,411300,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",343
8734797,Mercedes,E 240,2004,Bakı,18000,Gümüşü,312340,2.6,177,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",248
8683537,Mercedes,C 230,1999,Xırdalan,9000,Qara,593446,2.3,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",6140
8734791,Mercedes,E 230,1996,Tovuz,8500,Yaşıl,286479,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",623
8513010,Mercedes,E 200,1997,Gəncə,12700,Tünd qırmızı,261620,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",298
8734813,Mercedes,C 230,1999,Bakı,11500,Qara,266823,2.3,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",367
8694319,Mercedes,C 220 d,1999,Bakı,12500,Mavi,322345,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",952
8734819,Mercedes,C 220,1995,Şirvan,9200,Gümüşü,390123,2.2,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",648
8711919,Mercedes,C 230,1997,Bakı,11500,Ağ,39830,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",2017
8732230,Mercedes,ML 350,2008,Bakı,24700,Qara,317041,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",244
8099416,Mercedes,E 220 d,2015,Bakı,29200,Ağ,158500,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",822
8723543,Mercedes,Atego 816,2007,Bakı,38500,Sarı,228000,4.3,170,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",913
8574603,Mercedes,C 240,2002,İsmayıllı,11900,Qara,365000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",656
8695718,Mercedes,A 160,2002,Xırdalan,6900,Gümüşü,191490,1.6,102,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1358
8674787,Mercedes,C 220 d,1998,Bakı,11800,Gümüşü,367830,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",979
8678127,Mercedes,E 280,1998,Bakı,12700,Gümüşü,256000,2.8,204,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",5295
8734694,Mercedes,GLC 300,2020,Bakı,58990,Qara,24900,2.0,255,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",931
8734711,Mercedes,A 160,2001,Bakı,7600,Ağ,17000,1.6,102,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",368
8734697,Mercedes,ML 350 4MATIC,2012,Bakı,35190,Ağ,270000,3.5,306,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",392
8734682,Mercedes,E 220 d,1989,Qazax,5600,Ağ,350000,2.2,143,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1373
8701881,Mercedes,S 350,2004,Bakı,14700,Gümüşü,280000,3.7,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4316
8734662,Mercedes,Sprinter 313,2008,Göygöl,27500,Ağ,22750,2.2,129,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",312
8723559,Mercedes,E 200,1997,Şamaxı,10300,Göy,550000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",839
7957397,Mercedes,S 500,2009,Bakı,33830,Qara,160000,5.5,388,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",787
8734645,Mercedes,C 200,1998,Bakı,10700,Boz,306000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",876
8734334,Mercedes,C 230,1997,Bakı,11000,Qara,364500,2.3,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1368
8734641,Mercedes,C 180,1998,Xaçmaz,8450,Göy,426000,1.8,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",646
8734628,Mercedes,GL 450 4MATIC,2007,Bakı,23600,Qara,246000,4.7,340,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",430
8734672,Mercedes,190,1991,Bakı,5500,Qara,281512,2.0,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",376
8734326,Mercedes,C 180,1999,İsmayıllı,10800,Qara,466000,1.8,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1394
8711252,Mercedes,E 220 d,2005,Gəncə,15800,Gümüşü,326000,2.2,150,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1592
8476422,Mercedes,GL 500 4MATIC,2014,Bakı,73950,Qara,50000,4.7,435,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",513
8310252,Mercedes,ML 350 4MATIC,2007,Bakı,20500,Ağ,215000,3.5,372,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",347
8563967,Mercedes,E 300,2018,Bakı,70550,Qara,62000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",396
8734548,Mercedes,Vito,2010,Bakı,27500,Ağ,326000,2.2,150,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənib",701
8734582,Mercedes,E 220 d,2015,Bakı,39500,Qara,174000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",795
8734539,Mercedes,C 220,1996,Bakı,9900,Qara,364000,2.2,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",726
8342284,Mercedes,C 180,2021,Bakı,85000,Göy,28000,1.5,197,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2214
8734555,Mercedes,E 220 d,2000,Ağcabədi,13700,Qara,221500,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",1174
8711626,Mercedes,S 350 d 4MATIC,2015,Bakı,77350,Gümüşü,116000,3.0,249,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2365
8677491,Mercedes,E 200,2012,Bakı,30200,Ağ,235000,1.8,184,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1471
8734508,Mercedes,E 250,2007,Bakı,24000,Ağ,292000,2.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",940
8734492,Mercedes,C 280,1999,Bakı,13300,Gümüşü,305723,2.8,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",861
8734502,Mercedes,C 230,2000,Bakı,10800,Gümüşü,425321,2.3,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",625
8734456,Mercedes,C 180,1999,Bakı,10700,Gümüşü,245000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",380
8734460,Mercedes,Sprinter 413,2001,Bakı,32000,Ağ,576444,2.7,200,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",705
8734451,Mercedes,190,1992,Naxçıvan,4500,Gümüşü,486860,2.0,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",928
8734428,Mercedes,E 270,2001,Bakı,16300,Göy,340000,2.7,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",411
8734381,Mercedes,190,1988,Sabirabad,4500,Gümüşü,332000,1.8,109,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1441
8734378,Mercedes,C 220 d,1998,Gəncə,10500,Gümüşü,497000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",712
8734388,Mercedes,E 200,2012,Bakı,32300,Qara,163000,1.8,184,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",384
8734401,Mercedes,E 220 d,2000,Bakı,16800,Gümüşü,320000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",399
8734391,Mercedes,C 180,1997,İmişli,9000,Gümüşü,440000,1.8,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",868
8734382,Mercedes,C 180,1997,Sabirabad,8800,Ağ,357000,1.8,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",2327
8734345,Mercedes,S 500,2013,Bakı,95200,Qara,183000,4.7,435,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1001
8734352,Mercedes,C 180,1999,Gəncə,12500,Qızılı,350000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",636
8734321,Mercedes,C 180,1999,Şəmkir,9700,Yaş Asfalt,533000,1.8,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",729
8734336,Mercedes,E 240,2001,Xırdalan,14500,Qara,330000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",526
8734333,Mercedes,190,1990,Bakı,4800,Yaş Asfalt,200000,2.0,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1498
8734313,Mercedes,Axor 1840,2008,Bakı,61000,Ağ,840000,12.0,440,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",522
8734310,Mercedes,C 200,1995,Ağcabədi,8700,Boz,638755,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",871
8734296,Mercedes,C 230,1997,Mingəçevir,9700,Gümüşü,185000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1444
8734293,Mercedes,C 220,1996,Bakı,7200,Göy,300000,2.2,143,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənib",936
7144532,Mercedes,E 350,2013,Bakı,51850,Qara,70000,3.5,306,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1165
8725412,Mercedes,C 200,1998,Bakı,12200,Göy,410000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1339
8723282,Mercedes,190,1991,Bakı,4400,Yaş Asfalt,420000,1.8,109,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",7339
8734218,Mercedes,S 320,1998,Masallı,15000,Qara,380000,3.2,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2055
8734182,Mercedes,C 220 d,1999,Bakı,13200,Göy,500000,2.2,125,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",642
8734205,Mercedes,S 320,1999,Bakı,7200,Gümüşü,320000,3.2,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1172
8734154,Mercedes,C 200,2001,Bakı,11000,Qara,470000,2.0,163,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",815
8716971,Mercedes,C 230,1996,Bakı,10300,Ağ,326000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",639
8734125,Mercedes,E 220 d,2006,Şəmkir,18500,Qara,224000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",557
8706463,Mercedes,E 220 d,2007,Bakı,19200,Yaş Asfalt,320000,2.2,150,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6930
8734097,Mercedes,C 200 d,1993,Bakı,7000,Göy,130000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",659
8719402,Mercedes,C 200,1998,Sumqayıt,11700,Gümüşü,285000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1644
8734122,Mercedes,Vito,2011,Bakı,32500,Qara,458000,2.2,150,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",598
8734046,Mercedes,C 180,1999,Şirvan,12300,Boz,334470,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",239
8391706,Mercedes,E 300 e,2024,Bakı,167450,Qara,0,2.0,320,Plug-in Hibrid,Avtomat,Bəli,"Vuruğu yoxdur, rənglənməyib",858
8734072,Mercedes,E 200 d,2006,Bakı,18800,Ağ,340000,2.2,136,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",402
8606371,Mercedes,Vito,2007,Bakı,21700,Qara,277000,2.2,116,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",960
8711950,Mercedes,C 240,1998,Masallı,14500,Boz,21000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2929
8734058,Mercedes,Atego 818,2006,İmişli,53000,Narıncı,861400,4.3,177,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",856
8648808,Mercedes,CLS 250 CDI,2016,Sumqayıt,64430,Yaş Asfalt,79228,2.2,204,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1300
8726045,Mercedes,E 350,2006,Bakı,25000,Qara,270000,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",822
8734027,Mercedes,C 240,2000,Şəki,12500,Qara,427000,2.6,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",378
8734025,Mercedes,C 200,2000,Şirvan,11500,Gümüşü,258000,2.0,163,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",425
8734028,Mercedes,C 180,1997,Ucar,11500,Yaşıl,408500,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",265
8734021,Mercedes,E 240,2002,Şəmkir,14200,Gümüşü,359000,2.6,177,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",337
8734007,Mercedes,E 220 d,2017,Bakı,69700,Qara,122000,2.0,194,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",423
8734003,Mercedes,190,1992,Bakı,3400,Qara,150000,1.8,109,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",583
8692946,Mercedes,190,1990,Mingəçevir,5900,Tünd qırmızı,181230,2.0,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2663
8733995,Mercedes,Sprinter 313,2004,Sumqayıt,32500,Ağ,120000,2.2,82,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1403
8733979,Mercedes,E 240,2001,Gəncə,15900,Göy,391000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",351
8733981,Mercedes,Vito 111,2008,Sumqayıt,22500,Ağ,380000,2.2,116,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",493
8506739,Mercedes,C 180,1999,Bakı,12600,Göy,489000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",223
8733960,Mercedes,C 180,2000,Salyan,12000,Gümüşü,452662,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",427
8733953,Mercedes,S 320,2000,Hacıqabul,9000,Tünd qırmızı,260000,3.2,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",1360
8589728,Mercedes,Vito 112,2002,Şəmkir,16500,Gümüşü,532850,2.2,125,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",2866
8733926,Mercedes,E 220 d,2000,Bakı,13800,Göy,359000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",340
8733959,Mercedes,E 240,2002,Bakı,15300,Qara,391000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",825
8733894,Mercedes,Vito,1998,Sabirabad,12500,Yaşıl,150000,2.3,98,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənib",826
8570620,Mercedes,E 200 d,2016,Bakı,50150,Qara,165000,2.0,150,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1613
8733896,Mercedes,E 240,1999,Ağstafa,16500,Gümüşü,290000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",384
8581303,Mercedes,E 230,1997,Bakı,11900,Yaşıl,260000,2.3,161,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2055
8733859,Mercedes,E 320,1998,Bakı,8300,Qara,326465,3.2,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1034
8733864,Mercedes,E 200 d,1991,Gəncə,6000,Tünd qırmızı,587659,2.0,75,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənib",832
8727518,Mercedes,C 200 d,1997,Mingəçevir,10500,Yaşıl,300000,2.0,75,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",770
8733807,Mercedes,E 200,1991,Bakı,3800,Gümüşü,437000,2.0,136,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",768
8685208,Mercedes,E 300,2018,Bakı,55250,Qara,127000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",5567
8530180,Mercedes,C 220 d,1999,Bakı,12900,Göy,520000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",331
8733835,Mercedes,C 200,1995,Sumqayıt,8800,Boz,290000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1696
