id,marka,model,buraxilish_ili,sheher,qiymet,reng,yurush,muherrik_hecmi,at_gucu,benzin_tipi,suretler_qutusu,yeni,veziyyeti,elana_baxish_sayi
8610295,Mercedes,AMG GT 53 4MATIC+,2022,Bakı,318750,Qara,6000,3.0,435,Benzin,Robot,Xeyr,"Vuruğu yoxdur, rənglənməyib",4080
8307665,Mercedes,S 500 4MATIC,2023,Bakı,349535,Qara,0,3.0,435,Benzin,Avtomat,Bəli,"Vuruğu yoxdur, rənglənməyib",1766
8707930,Mercedes,GLC 300 e 4MATIC+ Coupe,2021,Bakı,102000,Yaş Asfalt,40000,2.0,320,Plug-in Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2894
8742415,Mercedes,E 300 e,2021,Bakı,88400,Göy,30000,2.0,245,Plug-in Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2761
8638855,Mercedes,E 350,2022,Bakı,107100,Boz,7000,2.0,300,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1317
8651257,Mercedes,S 450 4MATIC,2019,Bakı,100300,Qara,190000,3.0,367,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",13837
8710585,Mercedes,C 300,2015,Bakı,38930,Qara,166300,2.0,250,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3914
8732432,Mercedes,C 200,1998,Bakı,15900,Gümüşü,181000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2837
8657120,Mercedes,E 220 d,1999,Sumqayıt,12800,Yaş Asfalt,467000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2786
8751794,Mercedes,190,1992,Bakı,7300,Tünd qırmızı,333000,2.0,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",232
8724410,Mercedes,E 220 d,2015,Bakı,37500,Ağ,175000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2452
8672018,Mercedes,E 300,2014,Bakı,51000,Ağ,50200,3.5,252,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4695
8106962,Mercedes,E 350,2009,Bakı,25500,Qara,290000,3.5,306,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1491
8724591,Mercedes,C 200,1996,Bakı,9500,Gümüşü,302345,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1453
8717090,Mercedes,E 220 d,2005,Bakı,18500,Qara,470000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2009
8752242,Mercedes,C 240,2000,Bakı,12700,Gümüşü,457400,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",41
8713549,Mercedes,E 280,1998,Bakı,4600,Göy,255500,2.8,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",9897
8752243,Mercedes,C 200,1995,Bakı,7900,Göy,410000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",109
8731395,Mercedes,S 320,2000,Bakı,9900,Qara,325800,3.2,224,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1876
8711748,Mercedes,E 220 d,2007,Bakı,24600,Gümüşü,226211,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1699
8746944,Mercedes,E 300 4MATIC,2017,Bakı,62900,Qara,137000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",95
8690036,Mercedes,190,1990,Dəliməmmədli,4500,Qara,420090,2.0,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1256
8717675,Mercedes,E 220 d,2000,Bakı,13200,Yaş Asfalt,370000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2599
8143565,Mercedes,S 350,2011,Bakı,39100,Ağ,173000,3.5,306,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",57
7861492,Mercedes,E 220 d,2020,Bakı,80750,Qara,79000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6149
8518737,Mercedes,C 250,2012,Bakı,23500,Boz,91000,1.8,204,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1056
8752202,Mercedes,Vito 116,2012,Bakı,31000,Qara,346000,2.2,163,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",52
8752108,Mercedes,C 180,1994,Bakı,7500,Gümüşü,584697,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",156
8727365,Mercedes,GL 400 4MATIC,2014,Bakı,52700,Göy,188000,3.0,333,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",5303
8752199,Mercedes,C 180,1998,Bakı,9800,Tünd qırmızı,400000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",77
8752190,Mercedes,E 220,1994,Bakı,11000,Qara,350000,2.2,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",109
8393775,Mercedes,E 220 d,2007,Sumqayıt,21900,Gümüşü,261000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",68
8315319,Mercedes,G 63 AMG,2023,Bakı,474300,Qara,4000,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",735
8752183,Mercedes,C 200,1998,Gəncə,12000,Göy,388600,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",80
8731371,Mercedes,C 230,2000,Bakı,14500,Gümüşü,250000,2.3,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1711
8314291,Mercedes,GLS 450 4MATIC,2019,Bakı,147900,Qara,98000,3.0,367,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1190
8746252,Mercedes,C 230,1999,Bakı,12900,Ağ,208000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",7412
8303840,Mercedes,S 500,2014,Bakı,98221,Ağ,42700,4.7,455,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6905
8739225,Mercedes,G 63 AMG,2022,Bakı,424621,Qara,17000,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2578
8747959,Mercedes,C 180,1998,Bakı,10000,Yaşıl,378810,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",190
8696845,Mercedes,ML 320 4MATIC,2006,Bakı,23300,Qara,438000,3.0,224,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",10648
8734880,Mercedes,B 170,2008,Sumqayıt,15500,Qara,62000,1.7,116,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",765
8738725,Mercedes,G 55 AMG,2010,Bakı,85000,Qara,145000,5.5,407,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6446
8605049,Mercedes,Vito 111,2009,Bakı,24200,Ağ,239000,2.2,180,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",13722
8670050,Mercedes,E 350,2008,Gəncə,18500,Qara,210000,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",10476
8619298,Mercedes,ML 350 4MATIC,2010,Bakı,24000,Ağ,270000,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1114
8659591,Mercedes,E 300,2017,Bakı,56100,Yaş Asfalt,43000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",9069
8570877,Mercedes,Vito 111,2008,Bakı,21000,Gümüşü,490000,2.2,116,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1874
8690404,Mercedes,C 300 4MATIC,2015,Bakı,37900,Yaş Asfalt,118000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4235
8752094,Mercedes,Viano,2012,Bakı,41000,Qara,553000,2.2,163,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",82
8752076,Mercedes,E 270,1999,Balakən,16700,Gümüşü,400000,2.7,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",110
8752072,Mercedes,190,1990,Şirvan,5500,Qırmızı,486738,2.5,122,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",177
8752005,Mercedes,Vito,2007,Astara,20500,Gümüşü,465600,3.0,204,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",104
8733356,Mercedes,Sprinter 515,2007,Bərdə,33800,Ağ,188000,2.2,150,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",823
8338639,Mercedes,E 220 d,2006,Bakı,25500,Qara,282000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1086
8752083,Mercedes,E 240,2004,Bakı,20000,Qara,260000,2.6,177,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",69
8434524,Mercedes,GL 500 4MATIC,2013,Bakı,60821,Qara,162500,4.7,435,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1290
8727837,Mercedes,E 220 d,2015,Bakı,39900,Ağ,165000,2.2,185,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1192
8752061,Mercedes,C 200,2000,Bakı,13500,Qara,490010,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",93
8727734,Mercedes,G 63 AMG,2021,Bakı,364650,Qara,36000,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2685
8752046,Mercedes,C 230,1998,Sumqayıt,11500,Qara,328000,2.3,158,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",56
8722885,Mercedes,G 63 AMG,2018,Bakı,301750,Qara,42000,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2785
8736479,Mercedes,G 63 AMG,2013,Bakı,116450,Qara,82500,5.5,544,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1208
8641671,Mercedes,C 220,1997,Bakı,8800,Gümüşü,450000,2.2,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",240
8598138,Mercedes,E 220 d,2012,Bakı,23700,Gümüşü,200000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4677
8682563,Mercedes,G 63 AMG,2019,Bakı,305660,Göy,95000,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6698
8739078,Mercedes,V 250,2017,Bakı,67150,Qara,133000,2.0,211,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",929
8748790,Mercedes,E 280,2001,Bakı,16500,Gümüşü,400000,2.8,204,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",365
8752041,Mercedes,E 200,2003,Gəncə,15800,Qara,272000,1.8,163,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",108
8262282,Mercedes,G 63 AMG,2018,Bakı,300050,Qara,85000,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",263
8347062,Mercedes,E 220 d,2015,Bakı,29900,Ağ,256000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6377
8639802,Mercedes,S 450,2019,Bakı,129200,Qara,68000,3.0,367,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1081
8591545,Mercedes,V 250,2023,Bakı,133450,Qara,0,2.0,211,Dizel,Avtomat,Bəli,"Vuruğu yoxdur, rənglənməyib",4145
8585062,Mercedes,Vito 111,2006,Bakı,17900,Ağ,342504,2.2,109,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",11044
8440273,Mercedes,ML 350 4MATIC,2011,Bakı,33800,Qara,146000,3.0,224,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3919
8708686,Mercedes,C 300,2015,Bakı,51000,Göy,100000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",7445
8689612,Mercedes,C 240,2001,Kürdəmir,10500,Göy,424000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2407
8742506,Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Bakı,164900,Göy,61000,3.0,350,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",676
8749117,Mercedes,E 220 d,2006,Bakı,23500,Qara,339000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",632
8700413,Mercedes,E 220 d,1997,Bakı,10500,Gümüşü,277372,2.2,175,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",5417
8703585,Mercedes,S 500,2014,Bakı,75650,Qara,180700,4.7,455,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",550
8587186,Mercedes,E 300 de,2021,Bakı,93500,Qara,30822,2.0,300,Plug-in Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",947
8729688,Mercedes,GL 550,2008,Bakı,33000,Yaşıl,140200,5.5,382,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6438
8501643,Mercedes,E 200,2017,Bakı,62900,Qara,110000,2.0,184,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4882
8664900,Mercedes,711 D,1991,Şirvan,16000,Ağ,400000,4.0,160,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",2365
8736406,Mercedes,E 200 d,2005,Bakı,16000,Qara,308000,2.2,122,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",1607
8716786,Mercedes,S 63 AMG 4MATIC+,2015,Bakı,76500,Qara,130000,5.5,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3685
8687392,Mercedes,G 63 AMG,2013,Bakı,95200,Ağ,107000,5.5,544,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1834
8660820,Mercedes,Sprinter 515,2007,Sabirabad,43000,Ağ,457688,2.2,170,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",65
8701187,Mercedes,E 250,2014,Bakı,36550,Yaş Asfalt,226000,2.2,204,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",803
8736662,Mercedes,S 430,2001,Sumqayıt,6900,Gümüşü,320000,4.3,279,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",820
8750069,Mercedes,C 200,2000,Bakı,11000,Göy,222222,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",1661
8751892,Mercedes,C 230,1999,Bakı,11300,Ağ,272000,2.3,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",194
8703720,Mercedes,C 300 4MATIC,2017,Bakı,42498,Qara,100000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4011
8620507,Mercedes,Metris,2016,Bakı,93500,Ağ,280000,2.0,211,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1689
8701787,Mercedes,C 240,2001,Bakı,10400,Gümüşü,395184,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1101
8703771,Mercedes,E 350,2006,Bakı,18600,Gümüşü,261000,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",1755
8604996,Mercedes,C 300,2015,Bakı,37000,Qara,115973,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",14525
8678307,Mercedes,C 220 d,1996,Bakı,10300,Yaş Asfalt,400000,2.2,125,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1047
8751878,Mercedes,C 180,2005,Qusar,13300,Qara,259000,1.8,143,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",138
8722201,Mercedes,C 220 d,2017,Bakı,46750,Yaş Asfalt,73000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1101
8751877,Mercedes,E 240,2000,Bakı,13000,Gümüşü,100000,2.6,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",148
8511697,Mercedes,E 300,2020,Bakı,81221,Qara,46300,2.0,211,Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6764
8709427,Mercedes,E 240,1999,Bakı,15000,Göy,309669,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1365
8696126,Mercedes,E 220 d,2007,Bakı,18600,Ağ,286000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4404
8736946,Mercedes,E 250,1992,Bakı,5800,Qara,298000,2.5,126,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",8980
8718931,Mercedes,E 200,2018,Bakı,57800,Yaş Asfalt,87000,2.0,184,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1297
7531020,Mercedes,C 200,2022,Bakı,121550,Ağ,0,1.5,197,Benzin,Avtomat,Bəli,"Vuruğu yoxdur, rənglənməyib",7583
8689968,Mercedes,C 180,2014,Bakı,39950,Qara,167000,1.6,156,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",10345
8723044,Mercedes,S 350 d 4MATIC,2017,Bakı,92650,Qara,112000,3.0,250,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3531
8742386,Mercedes,GLA 200,2017,Bakı,48450,Ağ,82000,1.6,156,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2893
8708146,Mercedes,S 350,2008,Bakı,29500,Qara,177500,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4039
8752284,Mercedes,Axor 3340,2007,Bakı,41000,Ağ,555555,12.0,460,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",19
8715481,Mercedes,E 200,1998,Goranboy,10900,Gümüşü,374000,2.0,136,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1071
8733954,Mercedes,E 230,2008,Bakı,19800,Ağ,333000,2.5,204,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3734
8752354,Mercedes,C 240,2000,Bakı,11200,Gümüşü,256000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",10
8666591,Mercedes,C 200,1999,Gəncə,11500,Gümüşü,293208,2.0,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2468
8283795,Mercedes,ML 350,2009,Bakı,27500,Qara,199000,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1909
8749231,Mercedes,C 180,1998,Bakı,12500,Gümüşü,387000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",209
8693325,Mercedes,E 200,2021,Bakı,102000,Yaş Asfalt,55000,2.0,197,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3350
8739458,Mercedes,Vito,2007,Bakı,21500,Ağ,354100,2.2,109,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",1254
8698586,Mercedes,E 240,2000,Kürdəmir,13700,Qara,334500,2.6,177,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3523
8752332,Mercedes,E 270,2000,Bakı,12800,Gümüşü,245000,2.7,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",48
8735892,Mercedes,C 180,1997,Bakı,11500,Göy,290666,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",1282
8696639,Mercedes,E 230,1996,Kürdəmir,9000,Gümüşü,350000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3812
8752324,Mercedes,E 270,2002,İmişli,14500,Gümüşü,318260,2.7,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",36
8719585,Mercedes,E 300,2017,Bakı,46750,Göy,62000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2514
8752300,Mercedes,Vito,2008,Bakı,22000,Qara,300000,2.2,116,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",36
8752314,Mercedes,Sprinter 311,2002,Bakı,23900,Ağ,680000,2.2,129,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",32
8752275,Mercedes,E 200 d,2010,Bakı,25600,Qara,381500,2.2,136,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",40
8727198,Mercedes,E 220 d,2014,Bakı,38250,Ağ,264000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2088
8667910,Mercedes,Sprinter 516,2013,Bakı,48000,Ağ,336000,2.2,163,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",680
8729421,Mercedes,E 300 de,2021,Bakı,84830,Yaş Asfalt,63000,2.0,320,Plug-in Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2079
8752296,Mercedes,E 280,2006,Sumqayıt,16800,Qara,210000,3.0,231,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",99
8752297,Mercedes,C 180,1998,Sabirabad,10900,Qara,370000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",67
7954456,Mercedes,C 180,1993,Sumqayıt,7200,Gümüşü,378000,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",11019
8726734,Mercedes,S 500,2013,Bakı,79050,Qara,74000,4.7,435,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1430
8589216,Mercedes,GLE 450 4MATIC,2022,Bakı,133450,Qara,12472,3.0,367,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",4571
8692770,Mercedes,E 63 AMG,2017,Bakı,134300,Ağ,84000,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",20837
8623094,Mercedes,C 180,2022,Bakı,75650,Qara,54000,1.5,150,Hibrid,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1211
8649628,Mercedes,G 63 AMG,2019,Bakı,390150,Qara,6181,4.0,585,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",12757
8616683,Mercedes,Sprinter 313,2007,Bakı,26400,Ağ,215557,2.2,129,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",2249
8676913,Mercedes,AMG GT 63 S,2019,Bakı,270300,Qara,35000,4.0,639,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",20610
8732823,Mercedes,E 430,2000,Bakı,18800,Göy,263000,4.3,279,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",5003
8751153,Mercedes,E 280,1997,Göyçay,12800,Gümüşü,234600,2.8,193,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",269
8684908,Mercedes,E 220 d,2017,Bakı,54900,Ağ,175000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1326
8538108,Mercedes,E 220 d,2006,Bakı,18700,Gümüşü,355000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",1991
8740758,Mercedes,E 220 d,2014,Bakı,33800,Ağ,192000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",246
8736745,Mercedes,C 180,1997,Bakı,8900,Qara,394848,1.8,122,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",3587
8111028,Mercedes,GLE 53 AMG Coupe,2022,Bakı,175100,Göy,16000,3.0,435,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1939
8730486,Mercedes,E 230,1996,Quba,10600,Gümüşü,295000,2.3,150,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1674
8751768,Mercedes,C 200,2000,Bakı,10900,Qara,365000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",159
8094306,Mercedes,C 300,2016,Bakı,38760,Gümüşü,131000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",2102
8647609,Mercedes,E 220 d,2016,Bakı,56100,Ağ,156000,2.2,194,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",6976
8725863,Mercedes,E 240,2000,Bakı,16300,Gümüşü,315000,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1082
6831655,Mercedes,V 220,2022,Bakı,132090,Qara,0,2.2,163,Dizel,Avtomat,Bəli,"Vuruğu yoxdur, rənglənməyib",7658
8751728,Mercedes,GLS 400 4MATIC,2017,Bakı,89000,Qara,142000,3.0,333,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",74
8513201,Mercedes,Sprinter 315,2009,Bakı,27500,Ağ,120000,2.2,109,Dizel,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",2202
8738505,Mercedes,ML 350 4MATIC,2007,Bakı,23300,Qara,220064,3.5,272,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",272
8705329,Mercedes,E 220 d,2007,Bakı,22800,Qara,295000,2.2,170,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1982
8733736,Mercedes,E 220 d,1999,Bakı,15800,Gümüşü,328000,2.2,143,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",879
8720607,Mercedes,E 300,2019,Bakı,50830,Yaş Asfalt,113000,2.0,245,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",5457
8719516,Mercedes,C 180,1994,Bakı,6800,Ağ,454578,1.8,129,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1827
7953067,Mercedes,E 250,2014,Bakı,42500,Boz,239297,2.5,204,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",1555
8751724,Mercedes,E 240,2000,Gəncə,16500,Göy,296158,2.4,170,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",108
8751711,Mercedes,190,1992,Gəncə,3000,Tünd qırmızı,300000,2.0,122,Benzin,Mexaniki,Xeyr,"Vuruğu yoxdur, rənglənməyib",259
8751705,Mercedes,C 200,1998,Xızı,12500,Gümüşü,279000,2.0,136,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənib",89
8574579,Mercedes,E 350,2018,Bakı,67660,Qara,61500,2.0,299,Benzin,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",90
8741151,Mercedes,E 220 d,2016,Bakı,52698,Qara,229000,2.2,194,Dizel,Avtomat,Xeyr,"Vuruğu yoxdur, rənglənməyib",447
